order_id,customer_id,order_date,order_year,order_month,week_of_year,order_channel,payment_method,gross_amount_jd,discount_jd,net_amount_jd,points_earned,points_redeemed,points_balance_after,season_event
O202600254,C0139,2026-01-31,2026,January,5,In-store,Cash,19.05,0,19.05,190,0,378,Winter 2026
O202600255,C0101,2026-01-31,2026,January,5,In-store,Card,7,0,7,70,0,124,Winter 2026
O202600256,C0078,2026-01-31,2026,January,5,Delivery,Card,4.97,0,4.97,49,0,49,Winter 2026
O202600257,C0032,2026-01-31,2026,January,5,Delivery,Card,12.88,0,12.88,128,0,156,Winter 2026
O202600258,C0129,2026-01-31,2026,January,5,Delivery,Card,1.35,0,1.35,13,0,13,Winter 2026
O202600259,C0045,2026-01-31,2026,January,5,In-store,Cash,3.1,0,3.1,31,0,31,Winter 2026
O202600260,C0110,2026-01-31,2026,January,5,Pickup,Card,1.68,0,1.68,16,0,16,Winter 2026
O202600261,C0137,2026-01-31,2026,January,5,Pickup,Card,3.69,0.11,3.58,35,0,113,Winter 2026
O202600262,C0115,2026-01-31,2026,January,5,In-store,Wallet,5.49,0.16,5.33,53,0,91,Winter 2026
O202600263,C0077,2026-02-01,2026,February,6,In-store,Card,1.35,0,1.35,13,0,55,Winter 2026
O202600264,C0057,2026-02-01,2026,February,6,Pickup,Wallet,1.68,0,1.68,16,0,196,Winter 2026
O202600265,C0130,2026-02-01,2026,February,6,Delivery,Card,11.66,0,11.66,116,0,144,Winter 2026
O202600266,C0098,2026-02-01,2026,February,6,In-store,Cash,4.97,0.15,4.82,48,0,67,Winter 2026
O202600267,C0087,2026-02-01,2026,February,6,In-store,Cash,3.45,0.1,3.35,33,0,51,Winter 2026
O202600268,C0139,2026-02-01,2026,February,6,In-store,Cash,2.31,0,2.31,23,0,401,Winter 2026
O202600269,C0039,2026-02-01,2026,February,6,In-store,Card,2.09,0.06,2.03,20,0,97,Winter 2026
O202600270,C0033,2026-02-01,2026,February,6,Delivery,Card,1.62,0.05,1.57,15,0,188,Winter 2026
O202600271,C0108,2026-02-01,2026,February,6,Delivery,Cash,6.99,0,6.99,69,0,92,Winter 2026
O202600272,C0053,2026-02-01,2026,February,6,Pickup,Cash,0.77,0,0.77,7,0,64,Winter 2026
O202600273,C0038,2026-02-01,2026,February,6,Delivery,Card,0.65,0,0.65,6,0,289,Winter 2026
O202600274,C0021,2026-02-01,2026,February,6,Delivery,Card,1.54,0,1.54,15,0,57,Winter 2026
O202600275,C0066,2026-02-02,2026,February,6,In-store,Cash,9.56,0,9.56,95,0,95,Winter 2026
O202600276,C0133,2026-02-02,2026,February,6,Delivery,Card,2.7,0,2.7,27,0,239,Winter 2026
O202600277,C0093,2026-02-02,2026,February,6,In-store,Card,3.1,0,3.1,31,0,31,Winter 2026
O202600278,C0141,2026-02-02,2026,February,6,Pickup,Card,1.68,0,1.68,16,0,170,Winter 2026
O202600279,C0004,2026-02-02,2026,February,6,In-store,Cash,1.85,0,1.85,18,0,47,Winter 2026
O202600280,C0138,2026-02-02,2026,February,6,Delivery,Cash,4.25,0,4.25,42,0,203,Winter 2026
O202600281,C0035,2026-02-02,2026,February,6,In-store,Cash,5.15,0,5.15,51,0,224,Winter 2026
O202600282,C0002,2026-02-02,2026,February,6,In-store,Card,1.89,0,1.89,18,0,25,Winter 2026
O202600283,C0108,2026-02-02,2026,February,6,Pickup,Cash,12.6,0,12.6,126,0,218,Winter 2026
O202600284,C0067,2026-02-02,2026,February,6,Pickup,Wallet,3.35,0.1,3.25,32,0,150,Winter 2026
O202600285,C0035,2026-02-02,2026,February,6,Delivery,Card,1.25,0,1.25,12,0,236,Winter 2026
O202600286,C0031,2026-02-03,2026,February,6,Delivery,Cash,1.75,0.05,1.7,17,0,17,Winter 2026
O202600287,C0001,2026-02-03,2026,February,6,In-store,Card,4.97,0,4.97,49,0,118,Winter 2026
O202600288,C0031,2026-02-03,2026,February,6,Pickup,Cash,1.04,0,1.04,10,0,27,Winter 2026
O202600289,C0055,2026-02-03,2026,February,6,Pickup,Card,1.95,0,1.95,19,0,41,Winter 2026
O202600290,C0056,2026-02-03,2026,February,6,Pickup,Card,9.26,0,9.26,92,0,249,Winter 2026
O202600291,C0061,2026-02-03,2026,February,6,In-store,Cash,16.25,0,16.25,162,0,162,Winter 2026
O202600292,C0087,2026-02-03,2026,February,6,Delivery,Card,4.97,0,4.97,49,0,100,Winter 2026
O202600293,C0132,2026-02-03,2026,February,6,Delivery,Wallet,4.83,0,4.83,48,0,85,Winter 2026
O202600294,C0110,2026-02-03,2026,February,6,Delivery,Cash,4.5,0,4.5,45,0,61,Winter 2026
O202600295,C0030,2026-02-03,2026,February,6,Delivery,Card,2.25,0,2.25,22,0,166,Winter 2026
O202600296,C0098,2026-02-03,2026,February,6,In-store,Card,1.54,0,1.54,15,0,82,Winter 2026
O202600297,C0084,2026-02-04,2026,February,6,Pickup,Cash,1.13,0,1.13,11,0,254,Winter 2026
O202600298,C0110,2026-02-04,2026,February,6,In-store,Cash,6.6,0,6.6,66,0,127,Winter 2026
O202600299,C0129,2026-02-04,2026,February,6,Delivery,Cash,1.03,0.03,1,10,0,23,Winter 2026
O202600300,C0057,2026-02-04,2026,February,6,In-store,Cash,13.08,0.39,12.69,126,0,322,Winter 2026
O202600301,C0048,2026-02-04,2026,February,6,Pickup,Card,1.27,0,1.27,12,0,483,Winter 2026
O202600302,C0060,2026-02-04,2026,February,6,Delivery,Cash,2.09,0,2.09,20,0,152,Winter 2026
O202600303,C0148,2026-02-04,2026,February,6,In-store,Card,13.72,0,13.72,137,0,204,Winter 2026
O202600304,C0096,2026-02-04,2026,February,6,Delivery,Card,0.55,0,0.55,5,0,251,Winter 2026
O202600305,C0065,2026-02-04,2026,February,6,Pickup,Card,8.96,0,8.96,89,0,190,Winter 2026
O202600306,C0078,2026-02-05,2026,February,6,Delivery,Cash,7.06,0,7.06,70,0,119,Winter 2026
O202600307,C0078,2026-02-05,2026,February,6,In-store,Cash,0.35,0.01,0.34,3,0,122,Winter 2026
O202600308,C0134,2026-02-05,2026,February,6,Delivery,Card,6.31,0.19,6.12,61,0,123,Winter 2026
O202600309,C0073,2026-02-05,2026,February,6,Pickup,Wallet,0.49,0,0.49,4,0,30,Winter 2026
O202600310,C0150,2026-02-05,2026,February,6,Pickup,Cash,3.16,0,3.16,31,0,31,Winter 2026
O202600311,C0091,2026-02-05,2026,February,6,Pickup,Cash,3,0,3,30,0,62,Winter 2026
O202600312,C0042,2026-02-05,2026,February,6,In-store,Card,6.26,0,6.26,62,0,143,Winter 2026
O202600313,C0092,2026-02-05,2026,February,6,In-store,Wallet,4.1,0,4.1,41,0,57,Winter 2026
O202600314,C0094,2026-02-05,2026,February,6,Pickup,Card,2.45,0,2.45,24,0,75,Winter 2026
O202600315,C0041,2026-02-05,2026,February,6,Delivery,Card,25.98,0,25.98,259,0,300,Winter 2026
O202600316,C0146,2026-02-06,2026,February,6,Delivery,Card,17.42,0,17.42,174,0,206,Winter 2026
O202600317,C0059,2026-02-06,2026,February,6,In-store,Cash,5.34,0,5.34,53,0,62,Winter 2026
O202600318,C0119,2026-02-06,2026,February,6,Pickup,Cash,1.75,0.05,1.7,17,0,356,Winter 2026
O202600319,C0066,2026-02-06,2026,February,6,Delivery,Cash,3.79,0,3.79,37,0,132,Winter 2026
O202600320,C0058,2026-02-06,2026,February,6,Delivery,Cash,3.25,0,3.25,32,0,60,Winter 2026
O202600321,C0082,2026-02-06,2026,February,6,In-store,Cash,17,0,17,170,0,170,Winter 2026
O202600322,C0125,2026-02-06,2026,February,6,Pickup,Cash,16.82,0,16.82,168,0,253,Winter 2026
O202600323,C0010,2026-02-06,2026,February,6,Delivery,Card,0.85,0,0.85,8,0,38,Winter 2026
O202600324,C0091,2026-02-07,2026,February,6,Delivery,Card,9.88,0,9.88,98,0,160,Winter 2026
O202600325,C0025,2026-02-07,2026,February,6,Delivery,Card,6.48,0,6.48,64,0,64,Winter 2026
O202600326,C0046,2026-02-07,2026,February,6,In-store,Cash,1.6,0,1.6,16,0,233,Winter 2026
O202600327,C0031,2026-02-07,2026,February,6,Delivery,Cash,3.15,0.09,3.06,30,0,57,Winter 2026
O202600328,C0098,2026-02-07,2026,February,6,Delivery,Card,12.56,0,12.56,125,0,207,Winter 2026
O202600329,C0088,2026-02-07,2026,February,6,Delivery,Cash,0.8,0,0.8,8,0,60,Winter 2026
O202600330,C0115,2026-02-07,2026,February,6,In-store,Cash,6.74,0,6.74,67,0,158,Winter 2026
O202600331,C0123,2026-02-07,2026,February,6,Delivery,Cash,18.95,0,18.95,189,0,217,Winter 2026
O202600332,C0130,2026-02-07,2026,February,6,Pickup,Card,1.9,0,1.9,19,0,163,Winter 2026
O202600333,C0076,2026-02-07,2026,February,6,In-store,Card,2.65,0,2.65,26,0,107,Winter 2026
O202600334,C0053,2026-02-07,2026,February,6,Pickup,Card,5.59,0,5.59,55,0,119,Winter 2026
O202600335,C0012,2026-02-07,2026,February,6,Delivery,Card,1.75,0.05,1.7,17,0,52,Winter 2026
O202600336,C0034,2026-02-07,2026,February,6,Pickup,Cash,1.8,0.05,1.75,17,0,17,Winter 2026
O202600337,C0073,2026-02-07,2026,February,6,Delivery,Card,15.06,0,15.06,150,0,180,Winter 2026
O202600338,C0118,2026-02-07,2026,February,6,In-store,Cash,5.49,0,5.49,54,0,150,Winter 2026
O202600339,C0148,2026-02-07,2026,February,6,In-store,Card,5.49,0,5.49,54,0,258,Winter 2026
O202600340,C0051,2026-02-07,2026,February,6,In-store,Wallet,0.49,0,0.49,4,0,24,Winter 2026
O202600341,C0109,2026-02-08,2026,February,7,In-store,Card,10.04,0,10.04,100,0,217,Winter 2026
O202600342,C0081,2026-02-08,2026,February,7,Delivery,Card,2.09,0,2.09,20,0,20,Winter 2026
O202600343,C0059,2026-02-08,2026,February,7,Pickup,Card,4.89,0,4.89,48,0,110,Winter 2026
O202600344,C0114,2026-02-08,2026,February,7,In-store,Wallet,2.1,0,2.1,21,0,190,Winter 2026
O202600345,C0041,2026-02-08,2026,February,7,Pickup,Card,3.5,0,3.5,35,0,335,Winter 2026
O202600346,C0137,2026-02-08,2026,February,7,In-store,Card,4.23,0.13,4.1,41,0,154,Winter 2026
O202600347,C0027,2026-02-08,2026,February,7,Pickup,Cash,9.96,0,9.96,99,0,99,Winter 2026
O202600348,C0032,2026-02-08,2026,February,7,In-store,Card,1.75,0,1.75,17,0,173,Winter 2026
O202600349,C0133,2026-02-08,2026,February,7,Delivery,Wallet,1.49,0,1.49,14,0,253,Winter 2026
O202600350,C0007,2026-02-08,2026,February,7,Pickup,Cash,1.9,0,1.9,19,0,43,Winter 2026
O202600351,C0118,2026-02-08,2026,February,7,Delivery,Cash,1,0,1,10,0,160,Winter 2026
O202600352,C0134,2026-02-08,2026,February,7,Delivery,Card,4.13,0,4.13,41,0,164,Winter 2026
O202600353,C0102,2026-02-08,2026,February,7,Pickup,Card,2.29,0,2.29,22,0,61,Winter 2026
O202600354,C0127,2026-02-09,2026,February,7,Delivery,Cash,5.3,0,5.3,53,0,53,Winter 2026
O202600355,C0138,2026-02-09,2026,February,7,Delivery,Cash,3,0,3,30,0,233,Winter 2026
O202600356,C0035,2026-02-09,2026,February,7,In-store,Cash,4.25,0,4.25,42,0,278,Winter 2026
O202600357,C0052,2026-02-09,2026,February,7,Pickup,Cash,3.93,0,3.93,39,0,171,Winter 2026
O202600358,C0140,2026-02-09,2026,February,7,Pickup,Cash,1.03,0,1.03,10,0,83,Winter 2026
O202600359,C0072,2026-02-09,2026,February,7,Pickup,Card,1.68,0,1.68,16,0,116,Winter 2026
O202600360,C0053,2026-02-09,2026,February,7,In-store,Card,0.35,0,0.35,3,0,122,Winter 2026
O202600361,C0057,2026-02-09,2026,February,7,Pickup,Cash,5.01,0.15,4.86,48,0,370,Winter 2026
O202600362,C0060,2026-02-09,2026,February,7,Pickup,Wallet,5.18,0,5.18,51,0,203,Winter 2026
O202600363,C0135,2026-02-09,2026,February,7,In-store,Cash,1.5,0,1.5,15,0,31,Winter 2026
O202600364,C0019,2026-02-10,2026,February,7,Pickup,Card,0.65,0.02,0.63,6,0,72,Winter 2026
O202600365,C0060,2026-02-10,2026,February,7,Delivery,Card,0.49,0.01,0.48,4,0,207,Winter 2026
O202600366,C0011,2026-02-10,2026,February,7,In-store,Cash,11.33,0,11.33,113,0,168,Winter 2026
O202600367,C0004,2026-02-10,2026,February,7,Delivery,Cash,1.6,0,1.6,16,0,63,Winter 2026
O202600368,C0031,2026-02-10,2026,February,7,Delivery,Card,3.7,0,3.7,37,0,94,Winter 2026
O202600369,C0060,2026-02-10,2026,February,7,In-store,Card,11.18,0.34,10.84,108,0,315,Winter 2026
O202600370,C0050,2026-02-10,2026,February,7,In-store,Cash,1.94,0,1.94,19,0,52,Winter 2026
O202600371,C0079,2026-02-10,2026,February,7,Pickup,Card,11.95,0,11.95,119,0,119,Winter 2026
O202600372,C0031,2026-02-10,2026,February,7,Pickup,Cash,3.21,0,3.21,32,0,126,Winter 2026
O202600373,C0021,2026-02-10,2026,February,7,Delivery,Cash,4.26,0,4.26,42,0,99,Winter 2026
O202600374,C0107,2026-02-10,2026,February,7,Delivery,Card,2.14,0,2.14,21,0,49,Winter 2026
O202600375,C0110,2026-02-11,2026,February,7,In-store,Card,15.45,0,15.45,154,0,281,Winter 2026
O202600376,C0137,2026-02-11,2026,February,7,Delivery,Card,5.24,0,5.24,52,0,206,Winter 2026
O202600377,C0097,2026-02-11,2026,February,7,Delivery,Card,10.38,0,10.38,103,0,109,Winter 2026
O202600378,C0080,2026-02-11,2026,February,7,In-store,Card,1.03,0,1.03,10,0,176,Winter 2026
O202600379,C0051,2026-02-11,2026,February,7,Pickup,Cash,1.17,0,1.17,11,0,35,Winter 2026
O202600380,C0142,2026-02-11,2026,February,7,Delivery,Card,4.5,0,4.5,45,0,230,Winter 2026
O202600381,C0101,2026-02-11,2026,February,7,Delivery,Cash,10.84,0,10.84,108,0,232,Winter 2026
O202600382,C0124,2026-02-11,2026,February,7,Pickup,Wallet,21.25,0,21.25,212,0,260,Winter 2026
O202600383,C0066,2026-02-11,2026,February,7,In-store,Wallet,0.35,0,0.35,3,0,135,Winter 2026
O202600384,C0103,2026-02-12,2026,February,7,Pickup,Cash,0.35,0,0.35,3,0,20,Winter 2026
O202600385,C0133,2026-02-12,2026,February,7,Delivery,Card,3.65,0,3.65,36,0,289,Winter 2026
O202600386,C0001,2026-02-12,2026,February,7,Delivery,Cash,14.91,0,14.91,149,0,267,Winter 2026
O202600387,C0141,2026-02-12,2026,February,7,Pickup,Cash,1.68,0,1.68,16,0,186,Winter 2026
O202600388,C0008,2026-02-12,2026,February,7,Delivery,Cash,6.78,0,6.78,67,0,167,Winter 2026
O202600389,C0069,2026-02-12,2026,February,7,In-store,Card,1.72,0,1.72,17,0,32,Winter 2026
O202600390,C0129,2026-02-12,2026,February,7,In-store,Cash,1.31,0,1.31,13,0,36,Winter 2026
O202600391,C0117,2026-02-12,2026,February,7,Delivery,Wallet,3.5,0.1,3.4,34,0,132,Winter 2026
O202600392,C0094,2026-02-12,2026,February,7,In-store,Wallet,23.32,0,23.32,233,0,308,Winter 2026
O202600393,C0075,2026-02-12,2026,February,7,Delivery,Cash,5.49,0,5.49,54,0,245,Winter 2026
O202600394,C0076,2026-02-13,2026,February,7,Pickup,Cash,0.49,0,0.49,4,0,111,Winter 2026
O202600395,C0007,2026-02-13,2026,February,7,Pickup,Wallet,1,0,1,10,0,53,Winter 2026
O202600396,C0114,2026-02-13,2026,February,7,Delivery,Card,3.85,0,3.85,38,0,228,Winter 2026
O202600397,C0018,2026-02-13,2026,February,7,Delivery,Card,3.62,0,3.62,36,0,135,Winter 2026
O202600398,C0008,2026-02-13,2026,February,7,Delivery,Card,4.99,0,4.99,49,0,216,Winter 2026
O202600399,C0092,2026-02-14,2026,February,7,Pickup,Cash,1.31,0,1.31,13,0,70,Winter 2026
O202600400,C0119,2026-02-14,2026,February,7,Delivery,Card,11.18,0,11.18,111,0,467,Winter 2026
O202600401,C0060,2026-02-14,2026,February,7,Pickup,Card,2.8,0,2.8,28,0,343,Winter 2026
O202600402,C0002,2026-02-14,2026,February,7,Pickup,Card,0.9,0,0.9,9,0,34,Winter 2026
O202600403,C0020,2026-02-14,2026,February,7,Delivery,Cash,2.67,0,2.67,26,0,80,Winter 2026
O202600404,C0134,2026-02-14,2026,February,7,Delivery,Card,2.09,0,2.09,20,0,184,Winter 2026
O202600405,C0017,2026-02-14,2026,February,7,Pickup,Card,4.66,0,4.66,46,0,299,Winter 2026
O202600406,C0074,2026-02-14,2026,February,7,Delivery,Card,2.44,0,2.44,24,0,73,Winter 2026
O202600407,C0099,2026-02-14,2026,February,7,In-store,Cash,5.75,0,5.75,57,0,89,Winter 2026
O202600408,C0113,2026-02-14,2026,February,7,In-store,Wallet,1.4,0,1.4,14,0,43,Winter 2026
O202600409,C0045,2026-02-14,2026,February,7,In-store,Card,2.3,0,2.3,23,0,54,Winter 2026
O202600410,C0092,2026-02-14,2026,February,7,In-store,Card,0.35,0,0.35,3,0,73,Winter 2026
O202600411,C0132,2026-02-15,2026,February,8,Delivery,Card,2.08,0,2.08,20,0,105,Winter 2026
O202600412,C0052,2026-02-15,2026,February,8,Delivery,Cash,6.3,0,6.3,63,0,234,Winter 2026
O202600413,C0054,2026-02-15,2026,February,8,Pickup,Cash,3.37,0,3.37,33,0,85,Winter 2026
O202600414,C0131,2026-02-15,2026,February,8,Pickup,Wallet,6.16,0,6.16,61,0,90,Winter 2026
O202600415,C0118,2026-02-15,2026,February,8,Delivery,Cash,19.55,0,19.55,195,0,355,Winter 2026
O202600416,C0015,2026-02-15,2026,February,8,Pickup,Wallet,6.43,0,6.43,64,0,99,Winter 2026
O202600417,C0004,2026-02-15,2026,February,8,Pickup,Card,0.75,0,0.75,7,0,70,Winter 2026
O202600418,C0139,2026-02-15,2026,February,8,In-store,Cash,1.85,0,1.85,18,0,419,Winter 2026
O202600419,C0052,2026-02-15,2026,February,8,Pickup,Card,1.5,0,1.5,15,0,249,Winter 2026
O202600420,C0118,2026-02-15,2026,February,8,Delivery,Cash,5.7,0,5.7,57,0,412,Winter 2026
O202600421,C0139,2026-02-15,2026,February,8,Pickup,Card,1.68,0,1.68,16,0,435,Winter 2026
O202600422,C0121,2026-02-15,2026,February,8,Delivery,Cash,2.09,0,2.09,20,0,168,Winter 2026
O202600423,C0123,2026-02-15,2026,February,8,Delivery,Wallet,2.2,0,2.2,22,0,239,Winter 2026
O202600424,C0127,2026-02-16,2026,February,8,Pickup,Card,4.35,0.13,4.22,42,0,95,Winter 2026
O202600425,C0061,2026-02-16,2026,February,8,In-store,Card,2.2,0,2.2,22,0,184,Winter 2026
O202600426,C0021,2026-02-16,2026,February,8,Pickup,Cash,0.76,0,0.76,7,0,106,Winter 2026
O202600427,C0115,2026-02-16,2026,February,8,Pickup,Cash,1.65,0.05,1.6,16,0,174,Winter 2026
O202600428,C0089,2026-02-16,2026,February,8,Pickup,Cash,1.37,0,1.37,13,0,172,Winter 2026
O202600429,C0034,2026-02-16,2026,February,8,In-store,Cash,2.09,0,2.09,20,0,37,Winter 2026
O202600430,C0055,2026-02-16,2026,February,8,Delivery,Cash,3.57,0,3.57,35,0,76,Winter 2026
O202600431,C0030,2026-02-16,2026,February,8,In-store,Cash,2.29,0.07,2.22,22,0,188,Winter 2026
O202600432,C0051,2026-02-17,2026,February,8,Delivery,Wallet,1.62,0,1.62,16,0,51,Winter 2026
O202600433,C0077,2026-02-17,2026,February,8,Delivery,Cash,6.24,0,6.24,62,0,117,Winter 2026
O202600434,C0121,2026-02-17,2026,February,8,In-store,Card,6.6,0,6.6,66,0,234,Winter 2026
O202600435,C0049,2026-02-17,2026,February,8,Delivery,Cash,0.25,0,0.25,2,0,30,Winter 2026
O202600436,C0086,2026-02-17,2026,February,8,Delivery,Card,3.06,0,3.06,30,0,96,Winter 2026
O202600437,C0123,2026-02-17,2026,February,8,In-store,Cash,3.62,0,3.62,36,0,275,Winter 2026
O202600438,C0070,2026-02-17,2026,February,8,Delivery,Wallet,1.98,0.06,1.92,19,0,297,Winter 2026
O202600439,C0075,2026-02-17,2026,February,8,In-store,Cash,1.4,0,1.4,14,0,259,Winter 2026
O202600440,C0121,2026-02-18,2026,February,8,In-store,Cash,1.25,0,1.25,12,0,246,Ramadan 2026
O202600441,C0107,2026-02-18,2026,February,8,In-store,Card,3.37,0,3.37,33,0,82,Ramadan 2026
O202600442,C0027,2026-02-18,2026,February,8,Pickup,Cash,1.25,0,1.25,12,0,111,Ramadan 2026
O202600443,C0127,2026-02-18,2026,February,8,Pickup,Cash,0.75,0,0.75,7,0,102,Ramadan 2026
O202600444,C0143,2026-02-18,2026,February,8,Delivery,Card,5.69,0.17,5.52,55,0,55,Ramadan 2026
O202600445,C0083,2026-02-18,2026,February,8,In-store,Cash,8.5,0,8.5,85,0,281,Ramadan 2026
O202600446,C0146,2026-02-18,2026,February,8,Delivery,Cash,3.15,0,3.15,31,0,237,Ramadan 2026
O202600447,C0034,2026-02-18,2026,February,8,Pickup,Cash,1.75,0,1.75,17,0,54,Ramadan 2026
O202600448,C0059,2026-02-18,2026,February,8,In-store,Cash,12.91,0,12.91,129,0,239,Ramadan 2026
O202600449,C0043,2026-02-18,2026,February,8,Delivery,Cash,2.86,0,2.86,28,0,28,Ramadan 2026
O202600450,C0032,2026-02-18,2026,February,8,Delivery,Wallet,4.39,0.13,4.26,42,0,215,Ramadan 2026
O202600451,C0054,2026-02-18,2026,February,8,In-store,Wallet,1.62,0,1.62,16,0,101,Ramadan 2026
O202600452,C0073,2026-02-18,2026,February,8,In-store,Cash,0.6,0,0.6,6,0,186,Ramadan 2026
O202600453,C0108,2026-02-18,2026,February,8,Delivery,Wallet,4.9,0,4.9,49,0,267,Ramadan 2026
O202600454,C0070,2026-02-18,2026,February,8,Delivery,Card,2.4,0,2.4,24,0,321,Ramadan 2026
O202600455,C0101,2026-02-19,2026,February,8,Pickup,Card,4.9,0.15,4.75,47,0,279,Ramadan 2026
O202600456,C0005,2026-02-19,2026,February,8,In-store,Card,7.23,0,7.23,72,0,134,Ramadan 2026
O202600457,C0131,2026-02-19,2026,February,8,Pickup,Cash,6,0,6,60,0,150,Ramadan 2026
O202600458,C0086,2026-02-19,2026,February,8,Delivery,Cash,19.25,0,19.25,192,0,288,Ramadan 2026
O202600459,C0108,2026-02-19,2026,February,8,Pickup,Card,22.98,0,22.98,229,0,496,Ramadan 2026
O202600460,C0012,2026-02-19,2026,February,8,In-store,Cash,4.39,0,4.39,43,0,95,Ramadan 2026
O202600461,C0083,2026-02-19,2026,February,8,In-store,Card,1.72,0,1.72,17,0,298,Ramadan 2026
O202600462,C0125,2026-02-19,2026,February,8,Delivery,Card,2.2,0,2.2,22,0,275,Ramadan 2026
O202600463,C0146,2026-02-19,2026,February,8,Pickup,Cash,19.94,0,19.94,199,0,436,Ramadan 2026
O202600464,C0096,2026-02-19,2026,February,8,Pickup,Cash,6.83,0,6.83,68,0,319,Ramadan 2026
O202600465,C0138,2026-02-19,2026,February,8,In-store,Cash,1.58,0,1.58,15,0,248,Ramadan 2026
O202600466,C0002,2026-02-19,2026,February,8,Delivery,Card,3.11,0,3.11,31,0,65,Ramadan 2026
O202600467,C0047,2026-02-19,2026,February,8,Pickup,Cash,0.68,0,0.68,6,0,72,Ramadan 2026
O202600468,C0030,2026-02-20,2026,February,8,Pickup,Cash,9.33,0,9.33,93,0,281,Ramadan 2026
O202600469,C0059,2026-02-20,2026,February,8,Delivery,Cash,5.49,0.16,5.33,53,0,292,Ramadan 2026
O202600470,C0009,2026-02-20,2026,February,8,Pickup,Wallet,3.05,0,3.05,30,0,127,Ramadan 2026
O202600471,C0036,2026-02-20,2026,February,8,Delivery,Wallet,0.75,0.02,0.73,7,0,75,Ramadan 2026
O202600472,C0027,2026-02-20,2026,February,8,Delivery,Card,2.9,0,2.9,29,0,140,Ramadan 2026
O202600473,C0119,2026-02-20,2026,February,8,Delivery,Cash,8.99,0,8.99,89,0,556,Ramadan 2026
O202600474,C0062,2026-02-20,2026,February,8,Delivery,Cash,3.75,0,3.75,37,0,55,Ramadan 2026
O202600475,C0099,2026-02-20,2026,February,8,In-store,Wallet,0.6,0.02,0.58,5,0,94,Ramadan 2026
O202600476,C0085,2026-02-20,2026,February,8,Pickup,Card,3.2,0,3.2,32,0,118,Ramadan 2026
O202600477,C0122,2026-02-20,2026,February,8,Pickup,Wallet,7.08,0,7.08,70,0,85,Ramadan 2026
O202600478,C0142,2026-02-20,2026,February,8,Pickup,Card,2,0,2,20,0,250,Ramadan 2026
O202600479,C0068,2026-02-21,2026,February,8,In-store,Wallet,6,0,6,60,0,60,Ramadan 2026
O202600480,C0108,2026-02-21,2026,February,8,Pickup,Wallet,3.15,0,3.15,31,0,527,Ramadan 2026
O202600481,C0119,2026-02-21,2026,February,8,In-store,Cash,12.7,0,12.7,127,0,683,Ramadan 2026
O202600482,C0125,2026-02-21,2026,February,8,Delivery,Cash,3.39,0,3.39,33,0,308,Ramadan 2026
O202600483,C0012,2026-02-21,2026,February,8,Delivery,Card,5.29,0.16,5.13,51,0,146,Ramadan 2026
O202600484,C0144,2026-02-21,2026,February,8,In-store,Cash,0.65,0,0.65,6,0,10,Ramadan 2026
O202600485,C0077,2026-02-21,2026,February,8,In-store,Card,11.18,0,11.18,111,0,228,Ramadan 2026
O202600486,C0110,2026-02-21,2026,February,8,Delivery,Cash,3.15,0,3.15,31,0,312,Ramadan 2026
O202600487,C0047,2026-02-21,2026,February,8,In-store,Cash,5.6,0,5.6,56,0,128,Ramadan 2026
O202600488,C0066,2026-02-21,2026,February,8,Delivery,Cash,0.76,0,0.76,7,0,142,Ramadan 2026
O202600489,C0071,2026-02-21,2026,February,8,Pickup,Cash,1.65,0,1.65,16,0,158,Ramadan 2026
O202600490,C0110,2026-02-21,2026,February,8,Delivery,Card,5.72,0,5.72,57,0,369,Ramadan 2026
O202600491,C0070,2026-02-21,2026,February,8,In-store,Card,14.24,0,14.24,142,0,463,Ramadan 2026
O202600492,C0074,2026-02-21,2026,February,8,Delivery,Card,5.02,0,5.02,50,0,123,Ramadan 2026
O202600493,C0011,2026-02-22,2026,February,9,Delivery,Card,5.7,0,5.7,57,0,225,Ramadan 2026
O202600494,C0056,2026-02-22,2026,February,9,Pickup,Cash,2.89,0,2.89,28,0,277,Ramadan 2026
O202600495,C0068,2026-02-22,2026,February,9,Delivery,Card,7.15,0.21,6.94,69,0,129,Ramadan 2026
O202600496,C0077,2026-02-22,2026,February,9,Delivery,Card,5.49,0,5.49,54,0,282,Ramadan 2026
O202600497,C0024,2026-02-22,2026,February,9,Pickup,Card,3.75,0.11,3.64,36,0,55,Ramadan 2026
O202600498,C0072,2026-02-22,2026,February,9,In-store,Card,1.49,0,1.49,14,0,130,Ramadan 2026
O202600499,C0011,2026-02-22,2026,February,9,Pickup,Cash,9.43,0,9.43,94,0,319,Ramadan 2026
O202600500,C0128,2026-02-22,2026,February,9,Delivery,Card,7.5,0,7.5,75,0,258,Ramadan 2026
O202600501,C0077,2026-02-22,2026,February,9,In-store,Card,0.79,0,0.79,7,0,289,Ramadan 2026
O202600502,C0059,2026-02-22,2026,February,9,In-store,Cash,3.65,0,3.65,36,0,328,Ramadan 2026
O202600503,C0001,2026-02-22,2026,February,9,Pickup,Wallet,8.78,0,8.78,87,0,354,Ramadan 2026
O202600504,C0108,2026-02-22,2026,February,9,In-store,Cash,2.09,0,2.09,20,0,547,Ramadan 2026
O202600505,C0039,2026-02-22,2026,February,9,Delivery,Wallet,2.49,0,2.49,24,0,121,Ramadan 2026
