order_item_id,order_id,order_date,customer_id,product_id,product_name,category,association_group,quantity,unit_price_jd,line_total_jd,season_event
I2026000635,O202600367,2026-02-10,C0004,187,NewLand Chicken Hot Dog 400 g,Canned Meat,Canned Food,1,1.6,1.6,Winter 2026
I2026000636,O202600368,2026-02-10,C0031,81,"Koita Organic Almond Milk, 1L",Milk Alternatives,Dairy,1,3.7,3.7,Winter 2026
I2026000637,O202600369,2026-02-10,C0060,297,"Mr.Chips Paprika Potato Chips, 68g",Chips,Spices & Seasonings,2,0.6,1.2,Winter 2026
I2026000638,O202600369,2026-02-10,C0060,80,"The Bridge Bio Organic Almond Sugar Free Drink, 1L",Milk Alternatives,Dairy,1,4.2,4.2,Winter 2026
I2026000639,O202600369,2026-02-10,C0060,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000640,O202600369,2026-02-10,C0060,168,"Al Sayad Tuna In Vegetable Oil, 160g",Canned Seafood,Oil,1,0.79,0.79,Winter 2026
I2026000641,O202600370,2026-02-10,C0050,177,NewLand American Black Beans 432 g,Canned Vegetables,Canned Vegetables,1,1.45,1.45,Winter 2026
I2026000642,O202600370,2026-02-10,C0050,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000643,O202600371,2026-02-10,C0079,148,"Durra Lemon Seasoning, 1000ml",Cooking & Baking,Spices & Seasonings,2,1.85,3.7,Winter 2026
I2026000644,O202600371,2026-02-10,C0079,95,"Al Mazraa Jameed Pasteurized Liquid, 1L",Yoghurts,Eggs,3,2.75,8.25,Winter 2026
I2026000645,O202600372,2026-02-10,C0031,59,"Ovalyo White XL Eggs, 6pcs",eggs,Eggs,2,0.95,1.9,Winter 2026
I2026000646,O202600372,2026-02-10,C0031,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Winter 2026
I2026000647,O202600373,2026-02-10,C0021,178,"Luna Red Kidney Beans, 380g",Canned Vegetables,Canned Food,1,0.76,0.76,Winter 2026
I2026000648,O202600373,2026-02-10,C0021,86,"Pascual Vive Soy High Calcium Soy Drink, 1L",Milk Alternatives,Dairy,1,3.5,3.5,Winter 2026
I2026000649,O202600374,2026-02-10,C0107,322,"Eti Aditco Chocolate Cake, 36g",Cakes and Rolls,Chocolate,1,0.39,0.39,Winter 2026
I2026000650,O202600374,2026-02-10,C0107,67,"Five Cows Thick Cream, 4x125ml",cream,Dairy,1,1.75,1.75,Winter 2026
I2026000651,O202600375,2026-02-11,C0110,80,"The Bridge Bio Organic Almond Sugar Free Drink, 1L",Milk Alternatives,Dairy,1,4.2,4.2,Winter 2026
I2026000652,O202600375,2026-02-11,C0110,340,"Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",back to school,Water,3,3.75,11.25,Winter 2026
I2026000653,O202600376,2026-02-11,C0137,152,"Benina Garlic Chili Sauce, 280g",Cooking & Baking,Spices & Seasonings,1,1.49,1.49,Winter 2026
I2026000654,O202600376,2026-02-11,C0137,341,"Cool Gear Water Bottle - Pink, 650ml",back to school,Water,1,3.75,3.75,Winter 2026
I2026000655,O202600377,2026-02-11,C0097,141,"Aroma Garden Chicken Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000656,O202600377,2026-02-11,C0097,181,Albayrouty Sweet Corn 340 g,Canned Vegetables,Canned Food,1,1.05,1.05,Winter 2026
I2026000657,O202600377,2026-02-11,C0097,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000658,O202600377,2026-02-11,C0097,112,"Kasih Vegetable Oil Cooking Spray, 141g",oil,Oil,1,2.25,2.25,Winter 2026
I2026000659,O202600378,2026-02-11,C0080,50,Baladna Full Cream Milk 1 L,milk,Dairy,1,1.03,1.03,Winter 2026
I2026000660,O202600379,2026-02-11,C0051,176,"NewLand Crushed Italian Tomatoes, 400g",Canned Vegetables,Canned Food,1,1.17,1.17,Winter 2026
I2026000661,O202600380,2026-02-11,C0142,192,Zwan Chicken Hotdogs Ã— 2 Special Offer,Canned Meat,Canned Food,1,4.5,4.5,Winter 2026
I2026000662,O202600381,2026-02-11,C0101,88,"Almarai Greek Style Mango Yoghurt, 150g",Yoghurts,Eggs,1,0.9,0.9,Winter 2026
I2026000663,O202600381,2026-02-11,C0101,101,Mandi Basmati Rice 4 kg,rice,Rice,2,4.97,9.94,Winter 2026
I2026000664,O202600382,2026-02-11,C0124,109,"Mazola Sunflower Oil, 1.5L",oil,Oil,1,3.39,3.39,Winter 2026
I2026000665,O202600382,2026-02-11,C0124,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,3,4.99,14.97,Winter 2026
I2026000666,O202600382,2026-02-11,C0124,131,Blue Mill Garlic Powder 200 g,Cooking & Baking,Spices & Seasonings,1,2.89,2.89,Winter 2026
I2026000667,O202600383,2026-02-11,C0066,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000668,O202600384,2026-02-12,C0103,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000669,O202600385,2026-02-12,C0133,148,"Durra Lemon Seasoning, 1000ml",Cooking & Baking,Spices & Seasonings,1,1.85,1.85,Winter 2026
I2026000670,O202600385,2026-02-12,C0133,330,"L'usine Cupcakes Filled with Chocolate Cream, 18x30g",Cakes and Rolls,Chocolate,1,1.8,1.8,Winter 2026
I2026000671,O202600386,2026-02-12,C0001,101,Mandi Basmati Rice 4 kg,rice,Rice,3,4.97,14.91,Winter 2026
I2026000672,O202600387,2026-02-12,C0141,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000673,O202600388,2026-02-12,C0008,152,"Benina Garlic Chili Sauce, 280g",Cooking & Baking,Spices & Seasonings,3,1.49,4.47,Winter 2026
I2026000674,O202600388,2026-02-12,C0008,287,"Milka Choco Wafer, (5 Pieces), 150g",Chocolate,Dairy,1,2.31,2.31,Winter 2026
I2026000675,O202600389,2026-02-12,C0069,65,"KDD Thick Cream, 4x125ml",cream,Dairy,1,1.72,1.72,Winter 2026
I2026000676,O202600390,2026-02-12,C0129,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Winter 2026
I2026000677,O202600391,2026-02-12,C0117,86,"Pascual Vive Soy High Calcium Soy Drink, 1L",Milk Alternatives,Dairy,1,3.5,3.5,Winter 2026
I2026000678,O202600392,2026-02-12,C0094,167,Maxim's Smoked Tuna Oil 185 g,Canned Seafood,Oil,1,3,3,Winter 2026
I2026000679,O202600392,2026-02-12,C0094,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,3,5.49,16.47,Winter 2026
I2026000680,O202600392,2026-02-12,C0094,129,Blue Mill Paprika 200 g,Cooking & Baking,Spices & Seasonings,1,3.85,3.85,Winter 2026
I2026000681,O202600393,2026-02-12,C0075,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,5.49,5.49,Winter 2026
I2026000682,O202600394,2026-02-13,C0076,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000683,O202600395,2026-02-13,C0007,47,"Teeba Labneh, 180g",labneh,Dairy,1,1,1,Winter 2026
I2026000684,O202600396,2026-02-13,C0114,129,Blue Mill Paprika 200 g,Cooking & Baking,Spices & Seasonings,1,3.85,3.85,Winter 2026
I2026000685,O202600397,2026-02-13,C0018,178,"Luna Red Kidney Beans, 380g",Canned Vegetables,Canned Vegetables,1,0.76,0.76,Winter 2026
I2026000686,O202600397,2026-02-13,C0018,53,"Alyoum Yoghurt, 1kg",youghurt,Dairy,1,1.27,1.27,Winter 2026
I2026000687,O202600397,2026-02-13,C0018,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000688,O202600397,2026-02-13,C0018,286,Mythic Sensation Mini Milk Chocolate 30 g,Chocolate,Chocolate,2,0.55,1.1,Winter 2026
I2026000689,O202600398,2026-02-13,C0008,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000690,O202600399,2026-02-14,C0092,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Winter 2026
I2026000691,O202600400,2026-02-14,C0119,184,"American Garden Strawberry Topping & Filling, No Artificial Flavors, 595g",Canned Fruit,Canned Food,2,4.75,9.5,Winter 2026
I2026000692,O202600400,2026-02-14,C0119,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000693,O202600401,2026-02-14,C0060,177,NewLand American Black Beans 432 g,Canned Vegetables,Canned Vegetables,1,1.45,1.45,Winter 2026
I2026000694,O202600401,2026-02-14,C0060,52,"Almarai Full Fat Fresh Yoghurt, 700g",youghurt,Dairy,1,1,1,Winter 2026
I2026000695,O202600401,2026-02-14,C0060,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000696,O202600402,2026-02-14,C0002,88,"Almarai Greek Style Mango Yoghurt, 150g",Yoghurts,Dairy,1,0.9,0.9,Winter 2026
I2026000697,O202600403,2026-02-14,C0020,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000698,O202600403,2026-02-14,C0020,202,Crystal Ice Cubes 2 kg,water,Water,1,0.99,0.99,Winter 2026
I2026000699,O202600404,2026-02-14,C0134,145,"Aroma Garden Biryani Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000700,O202600405,2026-02-14,C0017,88,"Almarai Greek Style Mango Yoghurt, 150g",Yoghurts,Dairy,2,0.9,1.8,Winter 2026
I2026000701,O202600405,2026-02-14,C0017,200,"Sama Mineral Water, 12x600ml",water,Water,2,1.43,2.86,Winter 2026
I2026000702,O202600406,2026-02-14,C0074,178,"Luna Red Kidney Beans, 380g",Canned Vegetables,Canned Vegetables,1,0.76,0.76,Winter 2026
I2026000703,O202600406,2026-02-14,C0074,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000704,O202600407,2026-02-14,C0099,95,"Al Mazraa Jameed Pasteurized Liquid, 1L",Yoghurts,Eggs,1,2.75,2.75,Winter 2026
I2026000705,O202600407,2026-02-14,C0099,52,"Almarai Full Fat Fresh Yoghurt, 700g",youghurt,Dairy,3,1,3,Winter 2026
I2026000706,O202600408,2026-02-14,C0113,180,Albayrouty Mushroom Slices 400 g,Canned Vegetables,Canned Vegetables,1,1.05,1.05,Winter 2026
I2026000707,O202600408,2026-02-14,C0113,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000708,O202600409,2026-02-14,C0045,198,"Pomi Whole Peeled Tomatoes, 400g",Canned Fruit,Canned Food,1,1.75,1.75,Winter 2026
I2026000709,O202600409,2026-02-14,C0045,286,Mythic Sensation Mini Milk Chocolate 30 g,Chocolate,Dairy,1,0.55,0.55,Winter 2026
I2026000710,O202600410,2026-02-14,C0092,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000711,O202600411,2026-02-15,C0132,228,"Mr. Brown Chocolate Flavor Iced Coffee, 240ml",Specialty Drinks,Chocolate,1,0.95,0.95,Winter 2026
I2026000712,O202600411,2026-02-15,C0132,62,"Lurpak Unsalted Butter, 100g",butter,Dairy,1,1.13,1.13,Winter 2026
I2026000713,O202600412,2026-02-15,C0052,188,Unium Chicken Luncheon Meat 800 g,Canned Meat,Canned Food,2,3.15,6.3,Winter 2026
I2026000714,O202600413,2026-02-15,C0054,303,"Cheetos Crunchy Flaming Hot Chips, 115g",Chips,Chips,1,1,1,Winter 2026
I2026000715,O202600413,2026-02-15,C0054,168,"Al Sayad Tuna In Vegetable Oil, 160g",Canned Seafood,Canned Food,3,0.79,2.37,Winter 2026
I2026000716,O202600414,2026-02-15,C0131,180,Albayrouty Mushroom Slices 400 g,Canned Vegetables,Canned Vegetables,1,1.05,1.05,Winter 2026
I2026000717,O202600414,2026-02-15,C0131,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Winter 2026
I2026000718,O202600414,2026-02-15,C0131,370,Soccer 50 FT Smart Outdoor String Lights Waterproof,World Cup,Water,2,1.9,3.8,Winter 2026
I2026000719,O202600415,2026-02-15,C0118,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,5.49,5.49,Winter 2026
I2026000720,O202600415,2026-02-15,C0118,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000721,O202600415,2026-02-15,C0118,171,"Rio Mare Tuna In Olive Oil, 2x160g",Canned Seafood,Oil,1,5.5,5.5,Winter 2026
I2026000722,O202600415,2026-02-15,C0118,191,"Exeter Canned Corned Beef, 340g",Canned Meat,Canned Vegetables,1,2.35,2.35,Winter 2026
I2026000723,O202600415,2026-02-15,C0118,145,"Aroma Garden Biryani Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000724,O202600415,2026-02-15,C0118,48,"Almarai Uht Full Fat Milk with Vitamins, 4x1L",milk,Dairy,1,3.77,3.77,Winter 2026
I2026000725,O202600416,2026-02-15,C0015,181,Albayrouty Sweet Corn 340 g,Canned Vegetables,Canned Food,1,1.05,1.05,Winter 2026
I2026000726,O202600416,2026-02-15,C0015,82,"Koita UHT Coconut Milk - No Added Sugar, 1L",Milk Alternatives,Dairy,1,3.7,3.7,Winter 2026
I2026000727,O202600416,2026-02-15,C0015,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000728,O202600417,2026-02-15,C0004,267,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Dairy,1,0.75,0.75,Winter 2026
I2026000729,O202600418,2026-02-15,C0139,148,"Durra Lemon Seasoning, 1000ml",Cooking & Baking,Spices & Seasonings,1,1.85,1.85,Winter 2026
I2026000730,O202600419,2026-02-15,C0052,51,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L",milk,Dairy,1,1.5,1.5,Winter 2026
I2026000731,O202600420,2026-02-15,C0118,167,Maxim's Smoked Tuna Oil 185 g,Canned Seafood,Canned Food,1,3,3,Winter 2026
I2026000732,O202600420,2026-02-15,C0118,56,"Almarai Cream Cheese, 6 Portion, 108g",cheese,Dairy,1,1.02,1.02,Winter 2026
I2026000733,O202600420,2026-02-15,C0118,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000734,O202600421,2026-02-15,C0139,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000735,O202600422,2026-02-15,C0121,142,"Aroma Garden Organic Meat Spices, 120g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000736,O202600423,2026-02-15,C0123,136,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,2.2,2.2,Winter 2026
I2026000737,O202600424,2026-02-16,C0127,193,"Unium Chicken Hot Dog, 415g",Canned Meat,Canned Food,1,1.45,1.45,Winter 2026
I2026000738,O202600424,2026-02-16,C0127,71,"Koita Low Fat Lactose Free Non Harmone Milk, 1L",Long Life Milk,Dairy,1,2.9,2.9,Winter 2026
I2026000739,O202600425,2026-02-16,C0061,136,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,2.2,2.2,Winter 2026
I2026000740,O202600426,2026-02-16,C0021,178,"Luna Red Kidney Beans, 380g",Canned Vegetables,Canned Food,1,0.76,0.76,Winter 2026
I2026000741,O202600427,2026-02-16,C0115,266,"Bounty Coconut Milk Chocolate Bar, 50g",Chocolate,Chocolate,1,0.65,0.65,Winter 2026
I2026000742,O202600427,2026-02-16,C0115,55,"Hammoudeh Fresh Yoghurt, 700g",youghurt,Dairy,1,1,1,Winter 2026
I2026000743,O202600428,2026-02-16,C0089,273,"Galaxy Dark Truffle Dark Chocolate Bar, 33g",Chocolate,Chocolate,1,0.77,0.77,Winter 2026
I2026000744,O202600428,2026-02-16,C0089,268,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Chocolate,Dairy,1,0.6,0.6,Winter 2026
I2026000745,O202600429,2026-02-16,C0034,143,"Aroma Garden Seven Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000746,O202600430,2026-02-16,C0055,255,"Almarai Vanilla Fat Free Protein Milk No Added Sugar, 400ml",Sports & Energy Drinks,Dairy,1,1.62,1.62,Winter 2026
I2026000747,O202600430,2026-02-16,C0055,326,"Eti Pop Kek Cocoa Cake, 200g",Cakes and Rolls,Bakery,1,1.95,1.95,Winter 2026
I2026000748,O202600431,2026-02-16,C0030,166,Maxim's Sliced Tuna With Garlic And Black Pepper 120 g,Canned Seafood,Canned Food,1,2.29,2.29,Winter 2026
I2026000749,O202600432,2026-02-17,C0051,256,"Almarai Strawberry Banana Fat Free Protein Milk No Added Sugar, 400ml",Sports & Energy Drinks,Dairy,1,1.62,1.62,Winter 2026
I2026000750,O202600433,2026-02-17,C0077,254,"Baladna High Protein Vanilla Milk, 250ml",Sports & Energy Drinks,Dairy,1,1.25,1.25,Winter 2026
I2026000751,O202600433,2026-02-17,C0077,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000752,O202600434,2026-02-17,C0121,177,NewLand American Black Beans 432 g,Canned Vegetables,Canned Food,3,1.45,4.35,Winter 2026
I2026000753,O202600434,2026-02-17,C0121,75,"KDD Strawberry Flavored Milk, 6x250ml",Long Life Milk,Dairy,1,2.25,2.25,Winter 2026
I2026000754,O202600435,2026-02-17,C0049,333,"Bifa Keks Roll Cake with Cocoa Cream, 50g",Cakes and Rolls,Dairy,1,0.25,0.25,Winter 2026
I2026000755,O202600436,2026-02-17,C0086,94,"Alyoum Tang Taste Yoghurt Baladi, 1kg",Yoghurts,Dairy,1,1.75,1.75,Winter 2026
I2026000756,O202600436,2026-02-17,C0086,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Winter 2026
I2026000757,O202600437,2026-02-17,C0123,65,"KDD Thick Cream, 4x125ml",cream,Dairy,1,1.72,1.72,Winter 2026
I2026000758,O202600437,2026-02-17,C0123,329,"Americana Chocolate Pound Cake, 300g",Cakes and Rolls,Bakery,1,1.9,1.9,Winter 2026
I2026000759,O202600438,2026-02-17,C0070,61,"Almarai Natural Unsalted Butter, 100g",butter,Dairy,2,0.99,1.98,Winter 2026
I2026000760,O202600439,2026-02-17,C0075,180,Albayrouty Mushroom Slices 400 g,Canned Vegetables,Canned Vegetables,1,1.05,1.05,Winter 2026
I2026000761,O202600439,2026-02-17,C0075,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000762,O202600440,2026-02-18,C0121,45,"Al Youm Labneh, 200g",labneh,Dairy,1,1.25,1.25,Ramadan 2026
I2026000763,O202600441,2026-02-18,C0107,144,"Aroma Garden Magloubeh Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Ramadan 2026
I2026000764,O202600441,2026-02-18,C0107,292,"Smart Chips Ketchup Flavor Stix, 75g",Chips,Chips,1,1.28,1.28,Ramadan 2026
I2026000765,O202600442,2026-02-18,C0027,254,"Baladna High Protein Vanilla Milk, 250ml",Sports & Energy Drinks,Dairy,1,1.25,1.25,Ramadan 2026
I2026000766,O202600443,2026-02-18,C0127,317,"Spuds Sour Cream & Onion Craft Cooked Chips, 65g",Chips,Dairy,1,0.75,0.75,Ramadan 2026
I2026000767,O202600444,2026-02-18,C0143,110,"Golden Corn Oil, 2.9L",oil,Oil,1,5.69,5.69,Ramadan 2026
I2026000768,O202600445,2026-02-18,C0083,351,Set of 2 Ramadan Serving Trays,ramadan,Dates/Ramadan,1,8.5,8.5,Ramadan 2026
I2026000769,O202600446,2026-02-18,C0146,173,NewLand Sliced Black Olives 345 g,Canned Vegetables,Canned Food,1,1.2,1.2,Ramadan 2026
I2026000770,O202600446,2026-02-18,C0146,284,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate,Dairy,1,1.95,1.95,Ramadan 2026
I2026000771,O202600447,2026-02-18,C0034,67,"Five Cows Thick Cream, 4x125ml",cream,Dairy,1,1.75,1.75,Ramadan 2026
I2026000772,O202600448,2026-02-18,C0059,167,Maxim's Smoked Tuna Oil 185 g,Canned Seafood,Oil,1,3,3,Ramadan 2026
I2026000773,O202600448,2026-02-18,C0059,292,"Smart Chips Ketchup Flavor Stix, 75g",Chips,Chips,1,1.28,1.28,Ramadan 2026
I2026000774,O202600448,2026-02-18,C0059,100,Tiger Rice 3.5 kg,rice,Rice,2,3.65,7.3,Ramadan 2026
I2026000775,O202600448,2026-02-18,C0059,262,"KDD Long Life Apple Juice, 1L",Juices,Juices,1,1.33,1.33,Ramadan 2026
I2026000776,O202600449,2026-02-18,C0043,200,"Sama Mineral Water, 12x600ml",water,Water,2,1.43,2.86,Ramadan 2026
I2026000777,O202600450,2026-02-18,C0032,186,"Morrisons Apricot Halves in Juice, 410g",Canned Fruit,Canned Food,1,4.39,4.39,Ramadan 2026
I2026000778,O202600451,2026-02-18,C0054,273,"Galaxy Dark Truffle Dark Chocolate Bar, 33g",Chocolate,Chocolate,1,0.77,0.77,Ramadan 2026
I2026000779,O202600451,2026-02-18,C0054,169,Sayad Tuna Meat With Natural Chili 160 g,Canned Seafood,Canned Food,1,0.85,0.85,Ramadan 2026
I2026000780,O202600452,2026-02-18,C0073,297,"Mr.Chips Paprika Potato Chips, 68g",Chips,Spices & Seasonings,1,0.6,0.6,Ramadan 2026
I2026000781,O202600453,2026-02-18,C0108,187,NewLand Chicken Hot Dog 400 g,Canned Meat,Canned Food,1,1.6,1.6,Ramadan 2026
I2026000782,O202600453,2026-02-18,C0108,74,Koita Organic Chocolate Milk Uht 200 ml,Long Life Milk,Eggs,2,1.65,3.3,Ramadan 2026
I2026000783,O202600454,2026-02-18,C0070,92,"AL Safi Greek Yogurt Lemon Pie, 150g",Yoghurts,Dairy,1,0.8,0.8,Ramadan 2026
I2026000784,O202600454,2026-02-18,C0070,251,"Red Bull Energy Drink Watermelon, 250ml",Sports & Energy Drinks,Water,1,1.6,1.6,Ramadan 2026
I2026000785,O202600455,2026-02-19,C0101,358,Ramadan Advent Calendar 30 Days Countdown Calendars,Eid al-Fitr,Dates/Ramadan,1,3,3,Ramadan 2026
I2026000786,O202600455,2026-02-19,C0101,327,"Americana Marble Pound Cake, 300g",Cakes and Rolls,Bakery,1,1.9,1.9,Ramadan 2026
I2026000787,O202600456,2026-02-19,C0005,181,Albayrouty Sweet Corn 340 g,Canned Vegetables,Canned Food,1,1.05,1.05,Ramadan 2026
I2026000788,O202600456,2026-02-19,C0005,72,"Koita UHT Lactose Free Whole Fat Milk, 1L",Long Life Milk,Eggs,2,3.09,6.18,Ramadan 2026
I2026000789,O202600457,2026-02-19,C0131,257,"Almarai Mixed Fruit Juice, 1.4L",Juices,Juices,3,2,6,Ramadan 2026
I2026000790,O202600458,2026-02-19,C0086,93,"Alyoum Fresh Jameed Liquid, 1kg",Yoghurts,Eggs,1,1.75,1.75,Ramadan 2026
I2026000791,O202600458,2026-02-19,C0086,45,"Al Youm Labneh, 200g",labneh,Dairy,2,1.25,2.5,Ramadan 2026
I2026000792,O202600458,2026-02-19,C0086,340,"Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",back to school,Water,4,3.75,15,Ramadan 2026
I2026000793,O202600459,2026-02-19,C0108,171,"Rio Mare Tuna In Olive Oil, 2x160g",Canned Seafood,Oil,3,5.5,16.5,Ramadan 2026
I2026000794,O202600459,2026-02-19,C0108,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,5.49,5.49,Ramadan 2026
I2026000795,O202600459,2026-02-19,C0108,297,"Mr.Chips Paprika Potato Chips, 68g",Chips,Spices & Seasonings,1,0.6,0.6,Ramadan 2026
I2026000796,O202600459,2026-02-19,C0108,322,"Eti Aditco Chocolate Cake, 36g",Cakes and Rolls,Bakery,1,0.39,0.39,Ramadan 2026
I2026000797,O202600460,2026-02-19,C0012,186,"Morrisons Apricot Halves in Juice, 410g",Canned Fruit,Juices,1,4.39,4.39,Ramadan 2026
I2026000798,O202600461,2026-02-19,C0083,65,"KDD Thick Cream, 4x125ml",cream,Dairy,1,1.72,1.72,Ramadan 2026
I2026000799,O202600462,2026-02-19,C0125,136,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,2.2,2.2,Ramadan 2026
I2026000800,O202600463,2026-02-19,C0146,110,"Golden Corn Oil, 2.9L",oil,Oil,1,5.69,5.69,Ramadan 2026
I2026000801,O202600463,2026-02-19,C0146,184,"American Garden Strawberry Topping & Filling, No Artificial Flavors, 595g",Canned Fruit,Canned Food,3,4.75,14.25,Ramadan 2026
I2026000802,O202600464,2026-02-19,C0096,178,"Luna Red Kidney Beans, 380g",Canned Vegetables,Canned Food,2,0.76,1.52,Ramadan 2026
I2026000803,O202600464,2026-02-19,C0096,66,"Almarai Cooking Cream, 500ml",cream,Dairy,1,2.65,2.65,Ramadan 2026
I2026000804,O202600464,2026-02-19,C0096,261,"KDD Mango Nectar, 1L",Juices,Juices,2,1.33,2.66,Ramadan 2026
I2026000805,O202600465,2026-02-19,C0138,168,"Al Sayad Tuna In Vegetable Oil, 160g",Canned Seafood,Oil,2,0.79,1.58,Ramadan 2026
I2026000806,O202600466,2026-02-19,C0002,169,Sayad Tuna Meat With Natural Chili 160 g,Canned Seafood,Canned Food,1,0.85,0.85,Ramadan 2026
I2026000807,O202600466,2026-02-19,C0002,53,"Alyoum Yoghurt, 1kg",youghurt,Dairy,1,1.27,1.27,Ramadan 2026
I2026000808,O202600466,2026-02-19,C0002,202,Crystal Ice Cubes 2 kg,water,Water,1,0.99,0.99,Ramadan 2026
I2026000809,O202600467,2026-02-19,C0047,182,Durra Hummus Grains 400 g,Canned Vegetables,Canned Food,1,0.68,0.68,Ramadan 2026
I2026000810,O202600468,2026-02-20,C0030,112,"Kasih Vegetable Oil Cooking Spray, 141g",oil,Oil,1,2.25,2.25,Ramadan 2026
I2026000811,O202600468,2026-02-20,C0030,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Ramadan 2026
I2026000812,O202600468,2026-02-20,C0030,141,"Aroma Garden Chicken Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Ramadan 2026
I2026000813,O202600469,2026-02-20,C0059,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,5.49,5.49,Ramadan 2026
I2026000814,O202600470,2026-02-20,C0009,331,"L'usine Soft Cupcakes Filled with Strawberry Cream, 18x30g",Cakes and Rolls,Bakery,1,1.8,1.8,Ramadan 2026
I2026000815,O202600470,2026-02-20,C0009,259,"Almarai Mango Juice, 1L",Juices,Juices,1,1.25,1.25,Ramadan 2026
I2026000816,O202600471,2026-02-20,C0036,317,"Spuds Sour Cream & Onion Craft Cooked Chips, 65g",Chips,Dairy,1,0.75,0.75,Ramadan 2026
I2026000817,O202600472,2026-02-20,C0027,71,"Koita Low Fat Lactose Free Non Harmone Milk, 1L",Long Life Milk,Dairy,1,2.9,2.9,Ramadan 2026
I2026000818,O202600473,2026-02-20,C0119,83,"Alinor Organic Plant Based Almond Barista Drink, 1L",Milk Alternatives,Dairy,1,3.5,3.5,Ramadan 2026
